Provincia de residencia,Causas (lista reducida),Sexo,Edad,Total,Tipo de causa,Enfermedad
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,Menores de 1 año,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 1 a 14 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 15 a 29 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 30 a 39 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 40 a 44 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 45 a 49 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 50 a 54 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 55 a 59 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 60 a 64 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 65 a 69 años,1,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 70 a 74 años,4,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 75 a 79 años,9,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 80 a 84 años,30,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 85 a 89 años,54,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 90 a 94 años,67,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Ambos sexos,De 95 años y más,28,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,Todas las edades,71,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,Menores de 1 año,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 1 a 14 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 15 a 29 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 30 a 39 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 40 a 44 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 45 a 49 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 50 a 54 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 55 a 59 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 60 a 64 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 65 a 69 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 70 a 74 años,1,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 75 a 79 años,8,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 80 a 84 años,14,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 85 a 89 años,17,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 90 a 94 años,25,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Hombres,De 95 años y más,6,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,Todas las edades,122,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,Menores de 1 año,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 1 a 14 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 15 a 29 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 30 a 39 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 40 a 44 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 45 a 49 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 50 a 54 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 55 a 59 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 60 a 64 años,0,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 65 a 69 años,1,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 70 a 74 años,3,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 75 a 79 años,1,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 80 a 84 años,16,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 85 a 89 años,37,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 90 a 94 años,42,Mental,Trastorno mental
Castellón/Castelló,"046 Trastornos mentales orgánicos, senil y presenil",Mujeres,De 95 años y más,22,Mental,Trastorno mental
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,Todas las edades,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,Menores de 1 año,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 1 a 14 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 15 a 29 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 30 a 39 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 40 a 44 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 45 a 49 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 50 a 54 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 55 a 59 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 60 a 64 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 65 a 69 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 70 a 74 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 75 a 79 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 80 a 84 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 85 a 89 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 90 a 94 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Ambos sexos,De 95 años y más,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,Todas las edades,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,Menores de 1 año,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 1 a 14 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 15 a 29 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 30 a 39 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 40 a 44 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 45 a 49 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 50 a 54 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 55 a 59 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 60 a 64 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 65 a 69 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 70 a 74 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 75 a 79 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 80 a 84 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 85 a 89 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 90 a 94 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Hombres,De 95 años y más,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,Todas las edades,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,Menores de 1 año,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 1 a 14 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 15 a 29 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 30 a 39 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 40 a 44 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 45 a 49 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 50 a 54 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 55 a 59 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 60 a 64 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 65 a 69 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 70 a 74 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 75 a 79 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 80 a 84 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 85 a 89 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 90 a 94 años,0,Mental,Alcohol
Castellón/Castelló,047 Trastornos mentales debidos al uso de alcohol,Mujeres,De 95 años y más,0,Mental,Alcohol
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,Todas las edades,2,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,Menores de 1 año,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 1 a 14 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 15 a 29 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 30 a 39 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 40 a 44 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 45 a 49 años,1,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 50 a 54 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 55 a 59 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 60 a 64 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 65 a 69 años,1,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 70 a 74 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 75 a 79 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 80 a 84 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 85 a 89 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 90 a 94 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Ambos sexos,De 95 años y más,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,Todas las edades,2,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,Menores de 1 año,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 1 a 14 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 15 a 29 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 30 a 39 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 40 a 44 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 45 a 49 años,1,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 50 a 54 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 55 a 59 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 60 a 64 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 65 a 69 años,1,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 70 a 74 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 75 a 79 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 80 a 84 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 85 a 89 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 90 a 94 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Hombres,De 95 años y más,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,Todas las edades,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,Menores de 1 año,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 1 a 14 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 15 a 29 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 30 a 39 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 40 a 44 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 45 a 49 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 50 a 54 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 55 a 59 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 60 a 64 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 65 a 69 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 70 a 74 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 75 a 79 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 80 a 84 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 85 a 89 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 90 a 94 años,0,Mental,Drogas
Castellón/Castelló,"048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",Mujeres,De 95 años y más,0,Mental,Drogas
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,Todas las edades,6,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,Menores de 1 año,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 1 a 14 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 15 a 29 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 30 a 39 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 40 a 44 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 45 a 49 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 50 a 54 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 55 a 59 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 60 a 64 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 65 a 69 años,2,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 70 a 74 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 75 a 79 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 80 a 84 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 85 a 89 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 90 a 94 años,2,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Ambos sexos,De 95 años y más,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,Todas las edades,3,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,Menores de 1 año,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 1 a 14 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 15 a 29 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 30 a 39 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 40 a 44 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 45 a 49 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 50 a 54 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 55 a 59 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 60 a 64 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 65 a 69 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 70 a 74 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 75 a 79 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 80 a 84 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 85 a 89 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 90 a 94 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Hombres,De 95 años y más,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,Todas las edades,3,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,Menores de 1 año,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 1 a 14 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 15 a 29 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 30 a 39 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 40 a 44 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 45 a 49 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 50 a 54 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 55 a 59 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 60 a 64 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 65 a 69 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 70 a 74 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 75 a 79 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 80 a 84 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 85 a 89 años,0,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 90 a 94 años,1,Mental,Resto mentales
Castellón/Castelló,049 Otros trastornos mentales y del comportamiento,Mujeres,De 95 años y más,0,Mental,Resto mentales
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,Menores de 1 año,2,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 1 a 14 años,1,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 15 a 29 años,9,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 30 a 39 años,1,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 40 a 44 años,2,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 45 a 49 años,1,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 50 a 54 años,9,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 55 a 59 años,4,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 60 a 64 años,6,Sistema Nervioso,Nervioso
Castellón/Castelló,050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Ambos sexos,De 65 a 69 años,8,Sistema Nervioso,Nervioso
